age_group,gender,registration_month,months_since_registration,retained_users,cohort_demographic_size
35-44,Female,2024-09-01 00:00:00.000,0,15,171
35-44,Female,2024-09-01 00:00:00.000,1,16,171
35-44,Female,2024-09-01 00:00:00.000,2,17,171
35-44,Female,2024-09-01 00:00:00.000,3,19,171
35-44,Female,2024-10-01 00:00:00.000,0,16,180
35-44,Female,2024-10-01 00:00:00.000,1,13,180
35-44,Female,2024-10-01 00:00:00.000,2,29,180
35-44,Female,2024-11-01 00:00:00.000,0,21,186
35-44,Female,2024-11-01 00:00:00.000,1,27,186
35-44,Female,2024-12-01 00:00:00.000,0,22,151
45+,Female,2023-01-01 00:00:00.000,0,19,143
45+,Female,2023-01-01 00:00:00.000,1,12,143
45+,Female,2023-01-01 00:00:00.000,2,17,143
45+,Female,2023-01-01 00:00:00.000,3,18,143
45+,Female,2023-01-01 00:00:00.000,4,16,143
45+,Female,2023-01-01 00:00:00.000,5,16,143
45+,Female,2023-01-01 00:00:00.000,6,11,143
45+,Female,2023-01-01 00:00:00.000,7,20,143
45+,Female,2023-01-01 00:00:00.000,8,9,143
45+,Female,2023-01-01 00:00:00.000,9,20,143
45+,Female,2023-01-01 00:00:00.000,10,19,143
45+,Female,2023-01-01 00:00:00.000,11,18,143
45+,Female,2023-01-01 00:00:00.000,12,12,143
45+,Female,2023-01-01 00:00:00.000,13,18,143
45+,Female,2023-01-01 00:00:00.000,14,21,143
45+,Female,2023-01-01 00:00:00.000,15,13,143
45+,Female,2023-01-01 00:00:00.000,16,7,143
45+,Female,2023-01-01 00:00:00.000,17,18,143
45+,Female,2023-01-01 00:00:00.000,18,18,143
45+,Female,2023-01-01 00:00:00.000,19,20,143
45+,Female,2023-01-01 00:00:00.000,20,17,143
45+,Female,2023-01-01 00:00:00.000,21,11,143
45+,Female,2023-01-01 00:00:00.000,22,15,143
45+,Female,2023-01-01 00:00:00.000,23,8,143
45+,Female,2023-02-01 00:00:00.000,0,8,116
45+,Female,2023-02-01 00:00:00.000,1,14,116
45+,Female,2023-02-01 00:00:00.000,2,9,116
45+,Female,2023-02-01 00:00:00.000,3,15,116
45+,Female,2023-02-01 00:00:00.000,4,22,116
45+,Female,2023-02-01 00:00:00.000,5,13,116
45+,Female,2023-02-01 00:00:00.000,6,16,116
45+,Female,2023-02-01 00:00:00.000,7,10,116
45+,Female,2023-02-01 00:00:00.000,8,12,116
45+,Female,2023-02-01 00:00:00.000,9,16,116
45+,Female,2023-02-01 00:00:00.000,10,11,116
45+,Female,2023-02-01 00:00:00.000,11,17,116
45+,Female,2023-02-01 00:00:00.000,12,11,116
45+,Female,2023-02-01 00:00:00.000,13,14,116
45+,Female,2023-02-01 00:00:00.000,14,11,116
45+,Female,2023-02-01 00:00:00.000,15,20,116
45+,Female,2023-02-01 00:00:00.000,16,10,116
45+,Female,2023-02-01 00:00:00.000,17,8,116
45+,Female,2023-02-01 00:00:00.000,18,13,116
45+,Female,2023-02-01 00:00:00.000,19,15,116
45+,Female,2023-02-01 00:00:00.000,20,16,116
45+,Female,2023-02-01 00:00:00.000,21,9,116
45+,Female,2023-02-01 00:00:00.000,22,12,116
45+,Female,2023-03-01 00:00:00.000,0,19,155
45+,Female,2023-03-01 00:00:00.000,1,16,155
45+,Female,2023-03-01 00:00:00.000,2,12,155
45+,Female,2023-03-01 00:00:00.000,3,19,155
45+,Female,2023-03-01 00:00:00.000,4,21,155
45+,Female,2023-03-01 00:00:00.000,5,14,155
45+,Female,2023-03-01 00:00:00.000,6,17,155
45+,Female,2023-03-01 00:00:00.000,7,19,155
45+,Female,2023-03-01 00:00:00.000,8,14,155
45+,Female,2023-03-01 00:00:00.000,9,20,155
45+,Female,2023-03-01 00:00:00.000,10,14,155
45+,Female,2023-03-01 00:00:00.000,11,10,155
45+,Female,2023-03-01 00:00:00.000,12,18,155
45+,Female,2023-03-01 00:00:00.000,13,16,155
45+,Female,2023-03-01 00:00:00.000,14,13,155
45+,Female,2023-03-01 00:00:00.000,15,22,155
45+,Female,2023-03-01 00:00:00.000,16,10,155
45+,Female,2023-03-01 00:00:00.000,17,20,155
45+,Female,2023-03-01 00:00:00.000,18,17,155
45+,Female,2023-03-01 00:00:00.000,19,21,155
45+,Female,2023-03-01 00:00:00.000,20,13,155
45+,Female,2023-03-01 00:00:00.000,21,19,155
45+,Female,2023-04-01 00:00:00.000,0,17,159
45+,Female,2023-04-01 00:00:00.000,1,25,159
45+,Female,2023-04-01 00:00:00.000,2,26,159
45+,Female,2023-04-01 00:00:00.000,3,22,159
45+,Female,2023-04-01 00:00:00.000,4,20,159
45+,Female,2023-04-01 00:00:00.000,5,17,159
45+,Female,2023-04-01 00:00:00.000,6,17,159
45+,Female,2023-04-01 00:00:00.000,7,18,159
45+,Female,2023-04-01 00:00:00.000,8,15,159
45+,Female,2023-04-01 00:00:00.000,9,19,159
45+,Female,2023-04-01 00:00:00.000,10,22,159
45+,Female,2023-04-01 00:00:00.000,11,18,159
45+,Female,2023-04-01 00:00:00.000,12,18,159
45+,Female,2023-04-01 00:00:00.000,13,20,159
45+,Female,2023-04-01 00:00:00.000,14,14,159
45+,Female,2023-04-01 00:00:00.000,15,17,159
45+,Female,2023-04-01 00:00:00.000,16,11,159
45+,Female,2023-04-01 00:00:00.000,17,14,159
45+,Female,2023-04-01 00:00:00.000,18,16,159
45+,Female,2023-04-01 00:00:00.000,19,14,159
45+,Female,2023-04-01 00:00:00.000,20,17,159
45+,Female,2023-05-01 00:00:00.000,0,24,147
45+,Female,2023-05-01 00:00:00.000,1,20,147
45+,Female,2023-05-01 00:00:00.000,2,14,147
45+,Female,2023-05-01 00:00:00.000,3,17,147
45+,Female,2023-05-01 00:00:00.000,4,10,147
45+,Female,2023-05-01 00:00:00.000,5,19,147
45+,Female,2023-05-01 00:00:00.000,6,17,147
45+,Female,2023-05-01 00:00:00.000,7,14,147
45+,Female,2023-05-01 00:00:00.000,8,13,147
45+,Female,2023-05-01 00:00:00.000,9,19,147
45+,Female,2023-05-01 00:00:00.000,10,18,147
45+,Female,2023-05-01 00:00:00.000,11,18,147
45+,Female,2023-05-01 00:00:00.000,12,22,147
45+,Female,2023-05-01 00:00:00.000,13,17,147
45+,Female,2023-05-01 00:00:00.000,14,26,147
45+,Female,2023-05-01 00:00:00.000,15,19,147
45+,Female,2023-05-01 00:00:00.000,16,19,147
45+,Female,2023-05-01 00:00:00.000,17,22,147
45+,Female,2023-05-01 00:00:00.000,18,17,147
45+,Female,2023-05-01 00:00:00.000,19,8,147
45+,Female,2023-06-01 00:00:00.000,0,18,123
45+,Female,2023-06-01 00:00:00.000,1,21,123
45+,Female,2023-06-01 00:00:00.000,2,12,123
45+,Female,2023-06-01 00:00:00.000,3,9,123
45+,Female,2023-06-01 00:00:00.000,4,20,123
45+,Female,2023-06-01 00:00:00.000,5,16,123
45+,Female,2023-06-01 00:00:00.000,6,19,123
45+,Female,2023-06-01 00:00:00.000,7,11,123
45+,Female,2023-06-01 00:00:00.000,8,14,123
45+,Female,2023-06-01 00:00:00.000,9,11,123
45+,Female,2023-06-01 00:00:00.000,10,13,123
45+,Female,2023-06-01 00:00:00.000,11,18,123
45+,Female,2023-06-01 00:00:00.000,12,14,123
45+,Female,2023-06-01 00:00:00.000,13,16,123
45+,Female,2023-06-01 00:00:00.000,14,7,123
45+,Female,2023-06-01 00:00:00.000,15,14,123
45+,Female,2023-06-01 00:00:00.000,16,22,123
45+,Female,2023-06-01 00:00:00.000,17,8,123
45+,Female,2023-06-01 00:00:00.000,18,15,123
45+,Female,2023-07-01 00:00:00.000,0,10,146
45+,Female,2023-07-01 00:00:00.000,1,21,146
45+,Female,2023-07-01 00:00:00.000,2,19,146
45+,Female,2023-07-01 00:00:00.000,3,8,146
45+,Female,2023-07-01 00:00:00.000,4,12,146
45+,Female,2023-07-01 00:00:00.000,5,20,146
45+,Female,2023-07-01 00:00:00.000,6,18,146
45+,Female,2023-07-01 00:00:00.000,7,13,146
45+,Female,2023-07-01 00:00:00.000,8,18,146
45+,Female,2023-07-01 00:00:00.000,9,17,146
45+,Female,2023-07-01 00:00:00.000,10,9,146
45+,Female,2023-07-01 00:00:00.000,11,16,146
45+,Female,2023-07-01 00:00:00.000,12,14,146
45+,Female,2023-07-01 00:00:00.000,13,18,146
45+,Female,2023-07-01 00:00:00.000,14,12,146
45+,Female,2023-07-01 00:00:00.000,15,21,146
45+,Female,2023-07-01 00:00:00.000,16,14,146
45+,Female,2023-07-01 00:00:00.000,17,15,146
45+,Female,2023-08-01 00:00:00.000,0,21,157
45+,Female,2023-08-01 00:00:00.000,1,24,157
45+,Female,2023-08-01 00:00:00.000,2,12,157
45+,Female,2023-08-01 00:00:00.000,3,21,157
45+,Female,2023-08-01 00:00:00.000,4,13,157
45+,Female,2023-08-01 00:00:00.000,5,15,157
45+,Female,2023-08-01 00:00:00.000,6,11,157
45+,Female,2023-08-01 00:00:00.000,7,13,157
45+,Female,2023-08-01 00:00:00.000,8,16,157
45+,Female,2023-08-01 00:00:00.000,9,21,157
45+,Female,2023-08-01 00:00:00.000,10,18,157
45+,Female,2023-08-01 00:00:00.000,11,17,157
45+,Female,2023-08-01 00:00:00.000,12,25,157
45+,Female,2023-08-01 00:00:00.000,13,21,157
45+,Female,2023-08-01 00:00:00.000,14,17,157
45+,Female,2023-08-01 00:00:00.000,15,23,157
45+,Female,2023-08-01 00:00:00.000,16,24,157
45+,Female,2023-09-01 00:00:00.000,0,17,151
45+,Female,2023-09-01 00:00:00.000,1,20,151
45+,Female,2023-09-01 00:00:00.000,2,18,151
45+,Female,2023-09-01 00:00:00.000,3,20,151
45+,Female,2023-09-01 00:00:00.000,4,16,151
45+,Female,2023-09-01 00:00:00.000,5,17,151
45+,Female,2023-09-01 00:00:00.000,6,19,151
45+,Female,2023-09-01 00:00:00.000,7,11,151
45+,Female,2023-09-01 00:00:00.000,8,13,151
45+,Female,2023-09-01 00:00:00.000,9,13,151
45+,Female,2023-09-01 00:00:00.000,10,16,151
45+,Female,2023-09-01 00:00:00.000,11,25,151
45+,Female,2023-09-01 00:00:00.000,12,8,151
45+,Female,2023-09-01 00:00:00.000,13,18,151
45+,Female,2023-09-01 00:00:00.000,14,27,151
45+,Female,2023-09-01 00:00:00.000,15,16,151
45+,Female,2023-10-01 00:00:00.000,0,18,161
45+,Female,2023-10-01 00:00:00.000,1,16,161
45+,Female,2023-10-01 00:00:00.000,2,20,161
45+,Female,2023-10-01 00:00:00.000,3,21,161
45+,Female,2023-10-01 00:00:00.000,4,17,161
45+,Female,2023-10-01 00:00:00.000,5,10,161
45+,Female,2023-10-01 00:00:00.000,6,14,161
45+,Female,2023-10-01 00:00:00.000,7,19,161
45+,Female,2023-10-01 00:00:00.000,8,14,161
45+,Female,2023-10-01 00:00:00.000,9,13,161
45+,Female,2023-10-01 00:00:00.000,10,7,161
45+,Female,2023-10-01 00:00:00.000,11,19,161
45+,Female,2023-10-01 00:00:00.000,12,14,161
45+,Female,2023-10-01 00:00:00.000,13,18,161
45+,Female,2023-10-01 00:00:00.000,14,20,161
45+,Female,2023-11-01 00:00:00.000,0,19,155
45+,Female,2023-11-01 00:00:00.000,1,17,155
45+,Female,2023-11-01 00:00:00.000,2,23,155
45+,Female,2023-11-01 00:00:00.000,3,15,155
45+,Female,2023-11-01 00:00:00.000,4,13,155
45+,Female,2023-11-01 00:00:00.000,5,20,155
45+,Female,2023-11-01 00:00:00.000,6,18,155
45+,Female,2023-11-01 00:00:00.000,7,20,155
45+,Female,2023-11-01 00:00:00.000,8,16,155
45+,Female,2023-11-01 00:00:00.000,9,19,155
45+,Female,2023-11-01 00:00:00.000,10,16,155
45+,Female,2023-11-01 00:00:00.000,11,14,155
45+,Female,2023-11-01 00:00:00.000,12,13,155
45+,Female,2023-11-01 00:00:00.000,13,15,155
45+,Female,2023-12-01 00:00:00.000,0,17,143
45+,Female,2023-12-01 00:00:00.000,1,13,143
45+,Female,2023-12-01 00:00:00.000,2,5,143
45+,Female,2023-12-01 00:00:00.000,3,16,143
45+,Female,2023-12-01 00:00:00.000,4,14,143
45+,Female,2023-12-01 00:00:00.000,5,15,143
45+,Female,2023-12-01 00:00:00.000,6,12,143
45+,Female,2023-12-01 00:00:00.000,7,15,143
45+,Female,2023-12-01 00:00:00.000,8,17,143
45+,Female,2023-12-01 00:00:00.000,9,13,143
45+,Female,2023-12-01 00:00:00.000,10,15,143
45+,Female,2023-12-01 00:00:00.000,11,11,143
45+,Female,2023-12-01 00:00:00.000,12,23,143
45+,Female,2024-01-01 00:00:00.000,0,16,135
45+,Female,2024-01-01 00:00:00.000,1,15,135
45+,Female,2024-01-01 00:00:00.000,2,17,135
45+,Female,2024-01-01 00:00:00.000,3,18,135
45+,Female,2024-01-01 00:00:00.000,4,24,135
45+,Female,2024-01-01 00:00:00.000,5,14,135
45+,Female,2024-01-01 00:00:00.000,6,14,135
45+,Female,2024-01-01 00:00:00.000,7,16,135
45+,Female,2024-01-01 00:00:00.000,8,16,135
45+,Female,2024-01-01 00:00:00.000,9,19,135
45+,Female,2024-01-01 00:00:00.000,10,13,135
45+,Female,2024-01-01 00:00:00.000,11,13,135
45+,Female,2024-02-01 00:00:00.000,0,16,141
45+,Female,2024-02-01 00:00:00.000,1,18,141
45+,Female,2024-02-01 00:00:00.000,2,18,141
45+,Female,2024-02-01 00:00:00.000,3,15,141
45+,Female,2024-02-01 00:00:00.000,4,14,141
45+,Female,2024-02-01 00:00:00.000,5,21,141
45+,Female,2024-02-01 00:00:00.000,6,16,141
45+,Female,2024-02-01 00:00:00.000,7,17,141
45+,Female,2024-02-01 00:00:00.000,8,15,141
45+,Female,2024-02-01 00:00:00.000,9,15,141
45+,Female,2024-02-01 00:00:00.000,10,24,141
45+,Female,2024-03-01 00:00:00.000,0,20,146
45+,Female,2024-03-01 00:00:00.000,1,16,146
45+,Female,2024-03-01 00:00:00.000,2,17,146
45+,Female,2024-03-01 00:00:00.000,3,16,146
45+,Female,2024-03-01 00:00:00.000,4,17,146
45+,Female,2024-03-01 00:00:00.000,5,21,146
45+,Female,2024-03-01 00:00:00.000,6,15,146
45+,Female,2024-03-01 00:00:00.000,7,18,146
45+,Female,2024-03-01 00:00:00.000,8,12,146
45+,Female,2024-03-01 00:00:00.000,9,19,146
45+,Female,2024-04-01 00:00:00.000,0,20,134
45+,Female,2024-04-01 00:00:00.000,1,20,134
45+,Female,2024-04-01 00:00:00.000,2,17,134
45+,Female,2024-04-01 00:00:00.000,3,27,134
45+,Female,2024-04-01 00:00:00.000,4,20,134
45+,Female,2024-04-01 00:00:00.000,5,12,134
45+,Female,2024-04-01 00:00:00.000,6,17,134
45+,Female,2024-04-01 00:00:00.000,7,15,134
45+,Female,2024-04-01 00:00:00.000,8,13,134
45+,Female,2024-05-01 00:00:00.000,0,12,142
45+,Female,2024-05-01 00:00:00.000,1,19,142
45+,Female,2024-05-01 00:00:00.000,2,14,142
45+,Female,2024-05-01 00:00:00.000,3,15,142
45+,Female,2024-05-01 00:00:00.000,4,14,142
45+,Female,2024-05-01 00:00:00.000,5,15,142
45+,Female,2024-05-01 00:00:00.000,6,17,142
45+,Female,2024-05-01 00:00:00.000,7,19,142
45+,Female,2024-06-01 00:00:00.000,0,13,153
45+,Female,2024-06-01 00:00:00.000,1,23,153
45+,Female,2024-06-01 00:00:00.000,2,23,153
45+,Female,2024-06-01 00:00:00.000,3,16,153
45+,Female,2024-06-01 00:00:00.000,4,19,153
45+,Female,2024-06-01 00:00:00.000,5,25,153
45+,Female,2024-06-01 00:00:00.000,6,16,153
45+,Female,2024-07-01 00:00:00.000,0,19,155
45+,Female,2024-07-01 00:00:00.000,1,19,155
45+,Female,2024-07-01 00:00:00.000,2,16,155
45+,Female,2024-07-01 00:00:00.000,3,22,155
45+,Female,2024-07-01 00:00:00.000,4,19,155
45+,Female,2024-07-01 00:00:00.000,5,19,155
45+,Female,2024-08-01 00:00:00.000,0,8,130
45+,Female,2024-08-01 00:00:00.000,1,9,130
45+,Female,2024-08-01 00:00:00.000,2,14,130
45+,Female,2024-08-01 00:00:00.000,3,16,130
45+,Female,2024-08-01 00:00:00.000,4,16,130
45+,Female,2024-09-01 00:00:00.000,0,16,136
45+,Female,2024-09-01 00:00:00.000,1,13,136
45+,Female,2024-09-01 00:00:00.000,2,15,136
45+,Female,2024-09-01 00:00:00.000,3,13,136
45+,Female,2024-10-01 00:00:00.000,0,18,153
45+,Female,2024-10-01 00:00:00.000,1,19,153
45+,Female,2024-10-01 00:00:00.000,2,20,153
45+,Female,2024-11-01 00:00:00.000,0,18,152
45+,Female,2024-11-01 00:00:00.000,1,23,152
45+,Female,2024-12-01 00:00:00.000,0,18,133
18-24,Female,2023-01-01 00:00:00.000,0,18,176
18-24,Female,2023-01-01 00:00:00.000,1,17,176
18-24,Female,2023-01-01 00:00:00.000,2,20,176
18-24,Female,2023-01-01 00:00:00.000,3,15,176
18-24,Female,2023-01-01 00:00:00.000,4,18,176
18-24,Female,2023-01-01 00:00:00.000,5,21,176
18-24,Female,2023-01-01 00:00:00.000,6,22,176
18-24,Female,2023-01-01 00:00:00.000,7,18,176
18-24,Female,2023-01-01 00:00:00.000,8,33,176
18-24,Female,2023-01-01 00:00:00.000,9,25,176
18-24,Female,2023-01-01 00:00:00.000,10,20,176
18-24,Female,2023-01-01 00:00:00.000,11,22,176
18-24,Female,2023-01-01 00:00:00.000,12,22,176
18-24,Female,2023-01-01 00:00:00.000,13,16,176
18-24,Female,2023-01-01 00:00:00.000,14,18,176
18-24,Female,2023-01-01 00:00:00.000,15,21,176
18-24,Female,2023-01-01 00:00:00.000,16,16,176
18-24,Female,2023-01-01 00:00:00.000,17,16,176
18-24,Female,2023-01-01 00:00:00.000,18,13,176
18-24,Female,2023-01-01 00:00:00.000,19,14,176
18-24,Female,2023-01-01 00:00:00.000,20,17,176
18-24,Female,2023-01-01 00:00:00.000,21,21,176
18-24,Female,2023-01-01 00:00:00.000,22,20,176
18-24,Female,2023-01-01 00:00:00.000,23,11,176
18-24,Female,2023-02-01 00:00:00.000,0,14,147
18-24,Female,2023-02-01 00:00:00.000,1,18,147
18-24,Female,2023-02-01 00:00:00.000,2,11,147
18-24,Female,2023-02-01 00:00:00.000,3,19,147
18-24,Female,2023-02-01 00:00:00.000,4,17,147
18-24,Female,2023-02-01 00:00:00.000,5,16,147
18-24,Female,2023-02-01 00:00:00.000,6,17,147
18-24,Female,2023-02-01 00:00:00.000,7,11,147
18-24,Female,2023-02-01 00:00:00.000,8,20,147
18-24,Female,2023-02-01 00:00:00.000,9,7,147
18-24,Female,2023-02-01 00:00:00.000,10,12,147
18-24,Female,2023-02-01 00:00:00.000,11,17,147
18-24,Female,2023-02-01 00:00:00.000,12,10,147
18-24,Female,2023-02-01 00:00:00.000,13,13,147
18-24,Female,2023-02-01 00:00:00.000,14,16,147
18-24,Female,2023-02-01 00:00:00.000,15,12,147
18-24,Female,2023-02-01 00:00:00.000,16,13,147
18-24,Female,2023-02-01 00:00:00.000,17,17,147
18-24,Female,2023-02-01 00:00:00.000,18,13,147
18-24,Female,2023-02-01 00:00:00.000,19,15,147
18-24,Female,2023-02-01 00:00:00.000,20,23,147
18-24,Female,2023-02-01 00:00:00.000,21,20,147
18-24,Female,2023-02-01 00:00:00.000,22,13,147
18-24,Female,2023-03-01 00:00:00.000,0,27,177
18-24,Female,2023-03-01 00:00:00.000,1,21,177
18-24,Female,2023-03-01 00:00:00.000,2,21,177
18-24,Female,2023-03-01 00:00:00.000,3,19,177
18-24,Female,2023-03-01 00:00:00.000,4,25,177
18-24,Female,2023-03-01 00:00:00.000,5,18,177
18-24,Female,2023-03-01 00:00:00.000,6,20,177
18-24,Female,2023-03-01 00:00:00.000,7,23,177
18-24,Female,2023-03-01 00:00:00.000,8,17,177
18-24,Female,2023-03-01 00:00:00.000,9,17,177
18-24,Female,2023-03-01 00:00:00.000,10,23,177
18-24,Female,2023-03-01 00:00:00.000,11,15,177
18-24,Female,2023-03-01 00:00:00.000,12,22,177
18-24,Female,2023-03-01 00:00:00.000,13,17,177
18-24,Female,2023-03-01 00:00:00.000,14,14,177
18-24,Female,2023-03-01 00:00:00.000,15,26,177
18-24,Female,2023-03-01 00:00:00.000,16,30,177
18-24,Female,2023-03-01 00:00:00.000,17,23,177
18-24,Female,2023-03-01 00:00:00.000,18,18,177
18-24,Female,2023-03-01 00:00:00.000,19,23,177
18-24,Female,2023-03-01 00:00:00.000,20,26,177
18-24,Female,2023-03-01 00:00:00.000,21,20,177
18-24,Female,2023-04-01 00:00:00.000,0,25,169
18-24,Female,2023-04-01 00:00:00.000,1,17,169
18-24,Female,2023-04-01 00:00:00.000,2,23,169
18-24,Female,2023-04-01 00:00:00.000,3,23,169
18-24,Female,2023-04-01 00:00:00.000,4,23,169
18-24,Female,2023-04-01 00:00:00.000,5,20,169
18-24,Female,2023-04-01 00:00:00.000,6,14,169
18-24,Female,2023-04-01 00:00:00.000,7,21,169
18-24,Female,2023-04-01 00:00:00.000,8,16,169
18-24,Female,2023-04-01 00:00:00.000,9,20,169
18-24,Female,2023-04-01 00:00:00.000,10,12,169
18-24,Female,2023-04-01 00:00:00.000,11,15,169
18-24,Female,2023-04-01 00:00:00.000,12,18,169
18-24,Female,2023-04-01 00:00:00.000,13,15,169
18-24,Female,2023-04-01 00:00:00.000,14,20,169
18-24,Female,2023-04-01 00:00:00.000,15,18,169
18-24,Female,2023-04-01 00:00:00.000,16,27,169
18-24,Female,2023-04-01 00:00:00.000,17,13,169
18-24,Female,2023-04-01 00:00:00.000,18,24,169
18-24,Female,2023-04-01 00:00:00.000,19,18,169
18-24,Female,2023-04-01 00:00:00.000,20,18,169
18-24,Female,2023-05-01 00:00:00.000,0,26,221
18-24,Female,2023-05-01 00:00:00.000,1,25,221
18-24,Female,2023-05-01 00:00:00.000,2,38,221
18-24,Female,2023-05-01 00:00:00.000,3,35,221
18-24,Female,2023-05-01 00:00:00.000,4,25,221
18-24,Female,2023-05-01 00:00:00.000,5,31,221
18-24,Female,2023-05-01 00:00:00.000,6,28,221
18-24,Female,2023-05-01 00:00:00.000,7,23,221
18-24,Female,2023-05-01 00:00:00.000,8,29,221
18-24,Female,2023-05-01 00:00:00.000,9,22,221
18-24,Female,2023-05-01 00:00:00.000,10,31,221
18-24,Female,2023-05-01 00:00:00.000,11,30,221
18-24,Female,2023-05-01 00:00:00.000,12,25,221
18-24,Female,2023-05-01 00:00:00.000,13,18,221
18-24,Female,2023-05-01 00:00:00.000,14,22,221
18-24,Female,2023-05-01 00:00:00.000,15,28,221
18-24,Female,2023-05-01 00:00:00.000,16,27,221
18-24,Female,2023-05-01 00:00:00.000,17,33,221
18-24,Female,2023-05-01 00:00:00.000,18,33,221
18-24,Female,2023-05-01 00:00:00.000,19,31,221
18-24,Female,2023-06-01 00:00:00.000,0,15,168
18-24,Female,2023-06-01 00:00:00.000,1,31,168
18-24,Female,2023-06-01 00:00:00.000,2,14,168
18-24,Female,2023-06-01 00:00:00.000,3,16,168
18-24,Female,2023-06-01 00:00:00.000,4,21,168
18-24,Female,2023-06-01 00:00:00.000,5,24,168
18-24,Female,2023-06-01 00:00:00.000,6,18,168
18-24,Female,2023-06-01 00:00:00.000,7,20,168
18-24,Female,2023-06-01 00:00:00.000,8,18,168
18-24,Female,2023-06-01 00:00:00.000,9,24,168
18-24,Female,2023-06-01 00:00:00.000,10,18,168
18-24,Female,2023-06-01 00:00:00.000,11,23,168
18-24,Female,2023-06-01 00:00:00.000,12,17,168
18-24,Female,2023-06-01 00:00:00.000,13,11,168
18-24,Female,2023-06-01 00:00:00.000,14,18,168
18-24,Female,2023-06-01 00:00:00.000,15,24,168
18-24,Female,2023-06-01 00:00:00.000,16,18,168
18-24,Female,2023-06-01 00:00:00.000,17,20,168
18-24,Female,2023-06-01 00:00:00.000,18,18,168
18-24,Female,2023-07-01 00:00:00.000,0,20,186
18-24,Female,2023-07-01 00:00:00.000,1,26,186
18-24,Female,2023-07-01 00:00:00.000,2,22,186
18-24,Female,2023-07-01 00:00:00.000,3,18,186
18-24,Female,2023-07-01 00:00:00.000,4,20,186
18-24,Female,2023-07-01 00:00:00.000,5,23,186
18-24,Female,2023-07-01 00:00:00.000,6,20,186
18-24,Female,2023-07-01 00:00:00.000,7,21,186
18-24,Female,2023-07-01 00:00:00.000,8,21,186
18-24,Female,2023-07-01 00:00:00.000,9,25,186
18-24,Female,2023-07-01 00:00:00.000,10,18,186
18-24,Female,2023-07-01 00:00:00.000,11,24,186
18-24,Female,2023-07-01 00:00:00.000,12,20,186
18-24,Female,2023-07-01 00:00:00.000,13,21,186
18-24,Female,2023-07-01 00:00:00.000,14,28,186
18-24,Female,2023-07-01 00:00:00.000,15,27,186
18-24,Female,2023-07-01 00:00:00.000,16,23,186
18-24,Female,2023-07-01 00:00:00.000,17,15,186
18-24,Female,2023-08-01 00:00:00.000,0,16,160
18-24,Female,2023-08-01 00:00:00.000,1,16,160
18-24,Female,2023-08-01 00:00:00.000,2,21,160
18-24,Female,2023-08-01 00:00:00.000,3,17,160
18-24,Female,2023-08-01 00:00:00.000,4,21,160
18-24,Female,2023-08-01 00:00:00.000,5,22,160
18-24,Female,2023-08-01 00:00:00.000,6,23,160
18-24,Female,2023-08-01 00:00:00.000,7,21,160
18-24,Female,2023-08-01 00:00:00.000,8,8,160
18-24,Female,2023-08-01 00:00:00.000,9,19,160
18-24,Female,2023-08-01 00:00:00.000,10,19,160
18-24,Female,2023-08-01 00:00:00.000,11,22,160
18-24,Female,2023-08-01 00:00:00.000,12,16,160
18-24,Female,2023-08-01 00:00:00.000,13,24,160
18-24,Female,2023-08-01 00:00:00.000,14,22,160
18-24,Female,2023-08-01 00:00:00.000,15,17,160
18-24,Female,2023-08-01 00:00:00.000,16,15,160
18-24,Female,2023-09-01 00:00:00.000,0,16,190
18-24,Female,2023-09-01 00:00:00.000,1,26,190
18-24,Female,2023-09-01 00:00:00.000,2,19,190
18-24,Female,2023-09-01 00:00:00.000,3,27,190
18-24,Female,2023-09-01 00:00:00.000,4,23,190
18-24,Female,2023-09-01 00:00:00.000,5,21,190
18-24,Female,2023-09-01 00:00:00.000,6,26,190
18-24,Female,2023-09-01 00:00:00.000,7,27,190
18-24,Female,2023-09-01 00:00:00.000,8,24,190
18-24,Female,2023-09-01 00:00:00.000,9,27,190
18-24,Female,2023-09-01 00:00:00.000,10,13,190
18-24,Female,2023-09-01 00:00:00.000,11,25,190
18-24,Female,2023-09-01 00:00:00.000,12,19,190
18-24,Female,2023-09-01 00:00:00.000,13,17,190
18-24,Female,2023-09-01 00:00:00.000,14,17,190
18-24,Female,2023-09-01 00:00:00.000,15,23,190
18-24,Female,2023-10-01 00:00:00.000,0,25,166
18-24,Female,2023-10-01 00:00:00.000,1,20,166
18-24,Female,2023-10-01 00:00:00.000,2,15,166
18-24,Female,2023-10-01 00:00:00.000,3,17,166
18-24,Female,2023-10-01 00:00:00.000,4,15,166
18-24,Female,2023-10-01 00:00:00.000,5,15,166
18-24,Female,2023-10-01 00:00:00.000,6,21,166
18-24,Female,2023-10-01 00:00:00.000,7,22,166
18-24,Female,2023-10-01 00:00:00.000,8,19,166
18-24,Female,2023-10-01 00:00:00.000,9,18,166
18-24,Female,2023-10-01 00:00:00.000,10,16,166
18-24,Female,2023-10-01 00:00:00.000,11,14,166
18-24,Female,2023-10-01 00:00:00.000,12,19,166
18-24,Female,2023-10-01 00:00:00.000,13,16,166
18-24,Female,2023-10-01 00:00:00.000,14,18,166
18-24,Female,2023-11-01 00:00:00.000,0,23,178
18-24,Female,2023-11-01 00:00:00.000,1,15,178
18-24,Female,2023-11-01 00:00:00.000,2,22,178
18-24,Female,2023-11-01 00:00:00.000,3,13,178
